City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
200,Jaguariaiva,BR,-24.2511,-49.7058,63.27,84,100,10.27,overcast clouds
201,Chifeng,CN,42.2683,118.9636,27.77,66,67,8.41,broken clouds
202,Dubai,AE,25.2582,55.3047,80.53,39,0,8.05,clear sky
203,Ketchikan,US,55.3422,-131.6461,43.27,81,90,10.36,light rain
204,Vardo,NO,70.3705,31.1107,35.58,80,75,23.02,broken clouds
205,Tolga,DZ,34.7222,5.3785,63.41,41,0,3.96,clear sky
206,Husavik,IS,66.0449,-17.3389,13.91,82,11,13.69,few clouds
207,Tyup,KG,42.7276,78.3648,29.05,81,15,4.25,few clouds
208,Shubarkuduk,KZ,49.1447,56.4872,22.26,84,5,7.11,clear sky
209,Lodwar,KE,3.1191,35.5973,88.61,31,89,16.96,overcast clouds
210,Port Hardy,CA,50.6996,-127.4199,48.2,81,75,28.77,broken clouds
211,Beringovskiy,RU,63.05,179.3167,11.79,99,89,5.21,overcast clouds
212,Kadoma,JP,34.7333,135.5833,50.67,80,96,1.59,overcast clouds
213,Lavrentiya,RU,65.5833,-171.0,8.47,90,37,7.16,scattered clouds
214,New Iberia,US,30.0035,-91.8187,82.98,49,1,11.5,clear sky
215,Sinjar,IQ,36.3209,41.8754,59.72,37,15,6.91,few clouds
216,Mogadishu,SO,2.0371,45.3438,80.64,77,100,16.42,overcast clouds
217,Namibe,AO,-15.1961,12.1522,68.09,82,25,5.7,scattered clouds
218,Coos Bay,US,43.3665,-124.2179,67.86,98,90,5.75,overcast clouds
219,Dunedin,NZ,-45.8742,170.5036,54.81,66,100,3.0,light rain
220,Salisbury,GB,51.0693,-1.7957,52.61,95,20,4.61,few clouds
221,Hithadhoo,MV,-0.6,73.0833,82.71,75,51,18.81,broken clouds
222,Bluefield,US,37.2698,-81.2223,66.61,45,40,5.01,scattered clouds
223,Sao Sebastiao,BR,-23.76,-45.4097,68.2,93,100,4.59,overcast clouds
224,Castro,BR,-24.7911,-50.0119,59.86,92,96,10.04,overcast clouds
225,Port Lincoln,AU,-34.7333,135.8667,54.18,73,100,19.06,overcast clouds
226,Panaba,MX,21.2833,-88.2667,85.44,55,48,4.97,scattered clouds
227,Margate,GB,51.3813,1.3862,55.26,86,32,1.99,scattered clouds
228,Caravelas,BR,-17.7125,-39.2481,78.62,78,99,7.43,light rain
229,Khor,RU,47.8861,134.9464,27.45,97,100,9.51,light snow
230,Redcar,GB,54.6166,-1.06,52.57,81,100,11.99,overcast clouds
231,Hobart,AU,-42.8794,147.3294,49.86,77,90,10.36,overcast clouds
232,Aras,ES,42.5617,-2.356,49.06,100,12,1.68,few clouds
233,Broome,US,42.2506,-75.833,57.7,47,1,4.0,clear sky
234,Tura,IN,25.5198,90.2201,62.13,85,100,3.06,overcast clouds
235,Dangtu,CN,31.5723,118.4928,44.65,45,100,4.21,overcast clouds
236,Butaritari,KI,3.0707,172.7902,82.6,72,16,15.86,few clouds
237,Kruisfontein,ZA,-34.0033,24.7314,63.88,86,100,11.79,overcast clouds
238,Rognan,NO,67.0953,15.3878,42.94,90,100,6.38,light rain
239,Qaqortoq,GL,60.7167,-46.0333,25.3,55,100,2.59,overcast clouds
240,Oranjemund,NA,-28.55,16.4333,61.93,82,0,19.22,clear sky
241,Henties Bay,NA,-22.116,14.2845,59.86,84,0,3.38,clear sky
242,Yamada,JP,39.4667,141.95,50.2,77,69,5.99,broken clouds
243,Bucarasica,CO,8.041,-72.8654,74.3,65,84,4.65,broken clouds
244,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,87,52,9.98,broken clouds
245,Tiznit,MA,29.5833,-9.5,58.24,51,93,2.06,overcast clouds
246,Sidi Bin Nur,TN,35.5333,10.9167,64.31,40,100,4.72,overcast clouds
247,Adrar,MR,20.5022,-10.0711,77.16,14,100,8.39,overcast clouds
248,Vanimo,PG,-2.6741,141.3028,77.32,90,80,4.29,broken clouds
249,Thompson,CA,55.7435,-97.8558,12.36,73,75,12.66,light snow
250,Coquimbo,CL,-29.9533,-71.3436,58.73,82,90,11.5,overcast clouds
251,Nieuw Amsterdam,SR,5.8833,-55.0833,87.96,66,40,9.22,scattered clouds
252,Maarianhamina,AX,60.0973,19.9348,44.46,87,0,10.36,clear sky
253,Samarai,PG,-10.6167,150.6667,82.56,80,31,10.33,scattered clouds
254,Lata,PT,40.1629,-8.3327,56.05,87,0,1.95,clear sky
255,Broken Hill,AU,-31.95,141.4333,47.91,93,90,19.57,overcast clouds
256,Gubkinskiy,RU,64.434,76.5026,3.02,95,97,12.39,overcast clouds
257,Sechura,PE,-5.5569,-80.8222,73.78,59,25,16.26,scattered clouds
258,Boa Vista,BR,2.8197,-60.6733,91.38,46,75,13.8,broken clouds
259,Mangai,CD,-4.05,19.5333,73.94,81,78,1.32,broken clouds
260,Bemidji,US,47.4736,-94.8803,35.06,100,90,6.91,light snow
261,Skibbereen,IE,51.55,-9.2667,55.2,87,65,24.05,broken clouds
262,Safaga,EG,26.7292,33.9365,73.35,50,100,10.71,overcast clouds
263,Cherskiy,RU,68.75,161.3,6.03,85,100,4.27,overcast clouds
264,Karachev,RU,53.1229,34.9852,31.89,67,100,7.81,overcast clouds
265,Bonthe,SL,7.5264,-12.505,80.17,77,44,4.99,scattered clouds
266,Ust-Maya,RU,60.4167,134.5333,12.4,96,100,3.89,light snow
267,At-Bashi,KG,41.1702,75.8106,20.89,68,12,3.27,few clouds
268,Sao Filipe,CV,14.8961,-24.4956,77.09,74,19,12.26,few clouds
269,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.81,72,90,9.86,overcast clouds
270,Camacha,PT,33.0833,-16.3333,65.16,82,75,11.5,broken clouds
271,Campos Belos,BR,-13.0367,-46.7717,78.8,76,99,1.79,overcast clouds
272,Bardsir,IR,29.9227,56.5743,44.65,40,0,2.91,clear sky
273,Rauma,FI,61.1272,21.5113,41.04,75,100,18.57,overcast clouds
274,Urumita,CO,10.5589,-73.0123,93.99,36,75,6.4,broken clouds
275,Auki,SB,-8.7676,160.7034,77.76,88,48,4.5,scattered clouds
276,Gongzhuling,CN,43.5008,124.8198,10.99,95,71,5.55,broken clouds
277,Maneadero,MX,31.7167,-116.5667,89.19,24,0,7.38,clear sky
278,Jipapad,PH,12.2861,125.2353,76.3,97,100,2.82,overcast clouds
279,Bucerias,MX,20.75,-105.3333,84.18,58,1,0.0,clear sky
280,Nabire,ID,-3.3667,135.4833,74.7,90,98,2.75,overcast clouds
281,Amuntai,ID,-2.4177,115.2494,74.01,100,100,1.92,light rain
282,Leningradskiy,RU,69.3833,178.4167,-6.77,97,40,4.9,scattered clouds
283,Labuhan,ID,-6.8844,112.2051,78.35,82,100,12.84,overcast clouds
284,Komsomolskiy,UZ,40.4272,71.7189,44.02,65,0,4.61,haze
285,Saint Anthony,US,45.0205,-93.218,41.14,76,90,7.0,overcast clouds
286,Karatau,KZ,43.1667,70.4667,45.3,58,0,5.57,clear sky
287,Yar-Sale,RU,66.8333,70.8333,14.22,87,99,17.98,overcast clouds
288,Inhambane,MZ,-23.865,35.3833,75.18,83,40,5.75,scattered clouds
289,Lorengau,PG,-2.0226,147.2712,81.14,72,93,3.62,overcast clouds
290,Clinton,US,42.587,-82.9199,67.55,65,1,1.99,clear sky
291,Conde,BR,-7.2597,-34.9075,85.46,66,75,14.97,broken clouds
292,Camana,PE,-16.6228,-72.7111,68.65,73,62,8.23,broken clouds
293,Doha,QA,25.2867,51.5333,78.78,57,0,5.75,clear sky
294,Kiama,AU,-34.6833,150.8667,57.99,94,100,5.75,light rain
295,Buala,SB,-8.145,159.5921,79.9,85,100,5.93,light rain
296,College,US,64.8569,-147.8028,6.21,77,90,0.0,light snow
297,Marsh Harbour,BS,26.5412,-77.0636,78.42,71,100,16.58,overcast clouds
298,Ushtobe,KZ,45.2514,77.9838,36.37,46,4,3.09,clear sky
299,Carnarvon,AU,-24.8667,113.6333,66.27,68,2,12.66,clear sky
300,Nyurba,RU,63.2842,118.3319,18.7,95,100,6.4,light snow
301,Eureka,US,40.8021,-124.1637,66.18,83,3,3.0,clear sky
302,Padang,ID,-0.9492,100.3543,77.5,83,100,2.89,moderate rain
303,Grants,US,35.1473,-107.8514,55.63,22,1,16.11,clear sky
304,Naze,JP,28.3667,129.4833,61.36,60,5,14.07,clear sky
305,Pangai,TO,-19.8,-174.35,77.11,88,75,4.61,moderate rain
306,Marfino,RU,55.7028,37.3822,35.1,91,90,8.95,overcast clouds
307,Porto Novo,BJ,6.4965,2.6036,84.02,86,91,5.48,light rain
308,Turukhansk,RU,65.8167,87.9833,-10.98,100,99,1.41,overcast clouds
309,Gaya,IN,24.7833,85.0,66.11,88,100,0.0,mist
310,Port Blair,IN,11.6667,92.75,81.32,80,24,9.66,few clouds
311,Alice Springs,AU,-23.7,133.8833,53.15,82,0,9.22,clear sky
312,Anadyr,RU,64.75,177.4833,1.9,92,0,6.71,clear sky
313,Ponta Do Sol,PT,32.6667,-17.1,70.72,73,71,4.97,broken clouds
314,Bonavista,CA,48.6499,-53.1147,39.11,86,100,20.45,light rain
315,Svrljig,RS,43.4133,22.1211,46.02,58,100,5.41,overcast clouds
316,Malinovskiy,RU,61.1953,62.8397,22.46,94,100,12.28,snow
317,Maine-Soroa,NE,13.2114,12.0241,85.77,11,39,8.12,scattered clouds
318,Haimen,CN,23.1935,116.6142,58.89,68,41,11.18,scattered clouds
319,Weihai,CN,37.5017,122.1136,48.96,47,100,20.02,overcast clouds
320,Sungaipenuh,ID,-2.0833,101.3833,64.31,93,100,2.15,overcast clouds
321,Kushiro,JP,42.975,144.3747,50.72,84,63,17.27,broken clouds
322,Hollins,US,37.3413,-79.9431,70.0,57,40,11.5,scattered clouds
323,Kitimat,CA,54.0524,-128.6534,37.78,30,100,2.53,light rain
324,Erzurum,TR,40.0,41.5,33.48,66,6,3.6,clear sky
325,Huarmey,PE,-10.0681,-78.1522,69.85,72,59,10.45,broken clouds
326,Krasnyy Yar,RU,46.5331,48.3456,28.33,46,0,3.78,clear sky
327,Bathsheba,BB,13.2167,-59.5167,79.41,78,75,21.85,broken clouds
328,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,41,0,14.97,clear sky
329,Dongfeng,CN,42.6403,125.5118,16.9,94,43,6.55,scattered clouds
330,Albury,AU,-36.0833,146.9167,55.45,97,90,5.75,light rain
331,Moron,AR,-34.6534,-58.6198,79.95,48,0,7.0,clear sky
332,Basco,PH,20.4487,121.9702,76.15,81,100,26.66,overcast clouds
333,Ales,FR,44.1333,4.0833,56.01,80,99,3.87,overcast clouds
334,Harper,LR,4.375,-7.7169,78.76,86,90,5.12,overcast clouds
335,Trincomalee,LK,8.5711,81.2335,78.31,82,99,14.16,overcast clouds
336,Kirakira,SB,-10.4544,161.9205,80.51,85,31,7.43,scattered clouds
337,Gizo,SB,-8.103,156.8419,82.36,78,97,6.11,light rain
338,Flin Flon,CA,54.7682,-101.865,22.84,74,90,12.66,overcast clouds
339,Wloszczowa,PL,50.8526,19.9659,41.4,77,86,6.49,overcast clouds
340,Yakeshi,CN,49.2833,120.7333,20.35,59,0,7.9,clear sky
341,Presidente Medici,BR,-11.1753,-61.9014,75.9,94,100,2.08,moderate rain
342,Beloha,MG,-25.1667,45.05,69.37,75,73,9.24,broken clouds
343,Katsuura,JP,35.1333,140.3,63.19,55,9,20.24,clear sky
344,Nome,US,64.5011,-165.4064,8.67,78,90,0.0,overcast clouds
345,Kpalime,TG,6.9,0.6333,77.45,84,100,2.48,moderate rain
