City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Mizdah,LY,31.4451,12.9801,59.09,40,0,8.25,clear sky
347,Tukrah,LY,32.5341,20.5791,68.65,72,0,10.22,clear sky
348,Banyo,CM,6.75,11.8167,69.93,75,8,3.98,clear sky
349,Sitamau,IN,24.0167,75.35,65.88,35,90,6.15,overcast clouds
350,Sturgeon Falls,CA,46.3646,-79.9326,48.09,52,100,18.3,overcast clouds
351,Lamu,KE,-2.2717,40.902,80.82,85,24,11.5,few clouds
352,Hasaki,JP,35.7333,140.8333,45.0,52,23,12.48,few clouds
353,Cukai,MY,4.25,103.4167,77.0,93,99,3.71,overcast clouds
354,Moville,US,42.4889,-96.0725,49.69,34,28,22.03,scattered clouds
355,Vila,PT,42.0304,-8.1588,47.34,84,6,2.13,clear sky
356,Blankenberge,BE,51.3131,3.1323,52.02,85,81,9.48,broken clouds
357,Macomb,US,40.4592,-90.6718,54.16,62,1,20.71,clear sky
358,Hambantota,LK,6.1241,81.1185,79.14,100,20,8.05,few clouds
359,Hukuntsi,BW,-24.0,21.75,83.17,10,6,10.71,clear sky
360,Belomorsk,RU,64.5232,34.7668,33.91,89,100,10.02,overcast clouds
361,Quatre Cocos,MU,-20.2078,57.7625,76.08,75,24,5.86,few clouds
362,Natal,BR,-5.795,-35.2094,88.45,70,75,17.27,broken clouds
363,Geraldton,AU,-28.7667,114.6,50.41,93,9,2.3,clear sky
364,Tortoli,IT,39.9256,9.6572,53.98,88,100,1.61,overcast clouds
365,Beian,NO,63.6559,9.5683,47.01,81,75,26.46,broken clouds
366,Airai,TL,-8.9266,125.4092,62.35,93,100,0.51,overcast clouds
367,Dudinka,RU,69.4058,86.1778,-5.01,100,100,6.78,overcast clouds
368,Mana,GF,5.6592,-53.7767,82.65,71,27,9.1,scattered clouds
369,Ahipara,NZ,-35.1667,173.1667,63.68,92,100,6.13,light rain
370,Fez,MA,34.0372,-4.9998,61.05,38,0,4.61,clear sky
371,Jalu,LY,29.0331,21.5482,70.12,44,0,9.15,clear sky
372,Egvekinot,RU,66.3167,-179.1667,-0.69,88,31,7.43,scattered clouds
373,Novyy Urengoy,RU,66.0833,76.6333,7.65,83,100,14.88,overcast clouds
374,Provideniya,RU,64.3833,-173.3,11.62,91,51,7.0,broken clouds
375,Eston,CA,51.1501,-108.7514,25.92,64,68,8.57,broken clouds
376,Kisangani,CD,0.5167,25.2,72.3,91,100,1.32,overcast clouds
377,Piranshahr,IR,36.701,45.1413,36.75,97,100,5.1,overcast clouds
378,Nyimba,ZM,-14.5566,30.8149,80.37,46,74,8.79,light rain
379,Pativilca,PE,-10.7,-77.7833,69.04,69,18,10.56,few clouds
380,Ajdabiya,LY,30.7554,20.2263,70.9,47,0,9.1,clear sky
381,Talisayan,PH,6.9872,121.9272,77.09,94,100,0.65,overcast clouds
382,Plessisville,CA,46.2186,-71.762,46.08,42,47,2.17,scattered clouds
383,Tuatapere,NZ,-46.1333,167.6833,57.4,95,100,5.7,overcast clouds
384,Fayaoue,NC,-20.65,166.5333,77.36,78,58,10.56,broken clouds
385,Krasavino,RU,60.9614,46.4814,35.01,97,100,10.25,overcast clouds
386,Harnosand,SE,62.6323,17.9379,39.99,72,7,16.71,clear sky
387,Nouadhibou,MR,20.931,-17.0347,73.38,60,0,6.91,clear sky
388,Wonthaggi,AU,-38.6044,145.5913,51.82,93,100,14.12,light rain
389,Marsa Matruh,EG,31.3525,27.2453,71.8,60,40,9.22,scattered clouds
390,Lasa,IT,46.6166,10.7002,46.36,90,66,0.92,broken clouds
391,Havre-Saint-Pierre,CA,50.2334,-63.5986,37.99,41,1,17.27,clear sky
392,Yuli,NG,9.6989,10.2744,84.72,19,74,2.13,broken clouds
393,Leogane,HT,18.5108,-72.6339,91.6,64,79,4.61,broken clouds
394,Nehe,CN,48.4833,124.8333,16.07,77,0,6.15,clear sky
395,Narsaq,GL,60.9167,-46.05,25.02,63,100,3.29,overcast clouds
396,Boizenburg,DE,53.3833,10.7167,50.13,88,100,6.42,overcast clouds
397,Urucui,BR,-7.2294,-44.5561,86.83,57,98,2.77,overcast clouds
398,La Ronge,CA,55.1001,-105.2842,26.85,74,90,9.22,overcast clouds
399,Novikovo,RU,51.1537,37.8879,35.04,45,100,12.86,overcast clouds
400,Bubaque,GW,11.2833,-15.8333,78.89,82,100,9.89,overcast clouds
401,Paciran,ID,-6.8767,112.3761,78.19,82,100,12.84,moderate rain
402,Yashkul,RU,46.1711,45.3435,33.48,47,9,5.03,clear sky
403,Middlebury,US,44.0153,-73.1673,54.79,57,90,0.0,overcast clouds
404,Amazar,RU,53.858,120.875,18.14,78,98,3.11,overcast clouds
405,Sept-Iles,CA,50.2001,-66.3821,35.06,47,20,5.99,few clouds
406,Balauseri,RO,46.4,24.6833,33.85,49,96,1.3,overcast clouds
407,Pestretsy,RU,55.7531,49.6545,30.34,97,100,15.14,light snow
408,Severomorsk,RU,69.0689,33.4162,30.6,92,49,7.65,scattered clouds
409,Ust-Kuyga,RU,70.0167,135.6,-15.75,100,100,2.1,overcast clouds
410,Pacific Grove,US,36.6177,-121.9166,72.1,72,1,3.0,clear sky
411,Bud,US,39.447,-86.1758,57.15,93,100,14.54,overcast clouds
412,Fort Nelson,CA,58.8053,-122.7002,13.59,92,90,4.61,mist
413,West Bay,KY,19.3667,-81.4167,76.05,96,75,1.01,broken clouds
414,Gasa,PS,31.5,34.4667,67.91,64,71,10.69,broken clouds
415,Champerico,GT,14.3,-91.9167,87.76,64,19,9.15,few clouds
416,Bereda,ES,43.2686,-7.5406,48.92,100,5,2.57,clear sky
417,Conceicao Do Araguaia,BR,-8.2578,-49.2647,88.39,58,73,4.12,broken clouds
418,Kutum,SD,14.2,24.6667,75.43,18,1,4.74,clear sky
419,Sal Rei,CV,16.1833,-22.9167,79.0,69,20,13.8,few clouds
420,Baruun-Urt,MN,46.6806,113.2792,24.87,52,4,8.66,clear sky
421,Teahupoo,PF,-17.8333,-149.2667,76.96,75,58,14.12,broken clouds
422,Hofn,IS,64.2539,-15.2082,32.22,85,100,12.17,overcast clouds
423,Krasnoselkup,RU,65.7,82.4667,0.01,99,94,6.87,overcast clouds
424,Grindavik,IS,63.8424,-22.4338,39.67,75,75,20.71,broken clouds
425,Sabha,LY,27.0377,14.4283,69.03,39,1,7.18,clear sky
426,Srednekolymsk,RU,67.45,153.6833,8.15,89,100,2.68,overcast clouds
427,Mulbagal,IN,13.1667,78.4,63.23,97,100,16.46,heavy intensity rain
428,Cabedelo,BR,-6.9811,-34.8339,86.67,71,34,13.82,scattered clouds
429,Lerwick,GB,60.1545,-1.1494,44.6,70,100,9.46,overcast clouds
430,Petropavl,KZ,54.8753,69.1628,22.87,78,78,5.06,broken clouds
431,Tigzirt,DZ,36.8886,4.1198,60.93,75,10,8.61,clear sky
432,Sangmelima,CM,2.9333,11.9833,68.67,97,100,2.21,overcast clouds
433,Sibolga,ID,1.7427,98.7792,76.6,91,100,1.66,overcast clouds
434,Paita,PE,-5.0892,-81.1144,77.56,70,19,16.64,few clouds
435,Alofi,NU,-19.0595,-169.9187,75.09,94,100,4.61,overcast clouds
436,Nalut,LY,30.3333,10.85,59.94,35,1,7.63,clear sky
437,Vestmanna,FO,62.1564,-7.1664,38.71,71,100,16.33,overcast clouds
438,Pachino,IT,36.7186,15.0907,60.84,85,99,3.2,overcast clouds
439,Tetouan,MA,35.5711,-5.3724,65.19,63,0,3.44,clear sky
440,Inverell,AU,-29.7833,151.1167,70.11,90,100,10.0,overcast clouds
441,Canutama,BR,-6.5339,-64.3831,90.0,54,48,2.57,moderate rain
442,Charters Towers,AU,-20.1,146.2667,75.97,77,100,10.51,overcast clouds
443,Bokoro,TD,12.3807,17.0568,89.56,14,5,8.1,clear sky
444,Klaksvik,FO,62.2266,-6.589,41.97,67,100,18.16,overcast clouds
445,Maceio,BR,-9.6658,-35.7353,85.44,65,40,13.8,scattered clouds
446,Yulara,AU,-25.2406,130.9889,51.64,76,0,6.91,clear sky
447,Gambo,CF,4.6482,22.2633,71.31,92,100,0.67,overcast clouds
448,Brewster,US,41.3973,-73.6171,59.31,54,75,1.99,broken clouds
449,Yumen,CN,40.2833,97.2,25.88,35,2,12.93,clear sky
450,Maldonado,UY,-34.6667,-54.9167,70.99,49,0,16.17,clear sky
451,Port-Cartier,CA,50.0334,-66.8654,34.75,29,0,10.18,clear sky
452,Haileybury,CA,47.449,-79.6373,36.18,46,100,12.17,overcast clouds
453,Torbay,CA,47.6666,-52.7314,39.58,92,90,19.57,light rain
454,Mackay,AU,-21.15,149.2,80.58,89,40,13.8,scattered clouds
455,Matiri,TZ,-10.75,34.9,72.81,32,26,4.43,scattered clouds
456,Acapulco,MX,16.8634,-99.8901,84.02,65,75,4.61,broken clouds
457,Yungay,PE,-9.1383,-77.7436,65.89,60,100,7.85,overcast clouds
458,Nouakchott,MR,18.0858,-15.9785,84.13,68,100,13.13,overcast clouds
459,General Cepeda,MX,25.3833,-101.45,71.01,39,0,12.26,clear sky
460,Stanari,BA,44.7472,17.8294,41.68,87,11,0.54,few clouds
461,Poum,NC,-20.2333,164.0167,78.04,83,38,12.91,scattered clouds
462,Yaring,TH,6.8662,101.3689,76.33,90,100,5.75,moderate rain
463,Mehamn,NO,71.0357,27.8492,37.58,80,99,17.43,overcast clouds
464,Lesnoy,RU,57.6198,63.0784,20.52,74,100,11.27,overcast clouds
465,Pionerskiy,RU,54.9508,20.2275,44.74,89,100,21.9,overcast clouds
466,Twentynine Palms,US,34.1356,-116.0542,81.48,28,0,5.99,clear sky
467,Belmonte,BR,-15.8631,-38.8828,84.2,69,3,9.64,clear sky
468,Kugesi,RU,56.029,47.2925,31.66,93,90,13.42,overcast clouds
469,Talcahuano,CL,-36.7167,-73.1167,60.48,72,75,6.91,broken clouds
470,Manokwari,ID,-0.8667,134.0833,78.24,75,99,3.29,overcast clouds
471,Bandarbeyla,SO,9.4942,50.8122,79.05,79,91,16.31,overcast clouds
472,Swan Hill,AU,-35.3378,143.5544,51.62,77,100,11.86,overcast clouds
473,Lianzhou,CN,24.7811,112.3825,57.27,74,100,2.89,overcast clouds
474,Solwezi,ZM,-12.1688,26.3894,70.41,37,11,3.06,few clouds
475,Estelle,US,29.8458,-90.1067,80.01,58,75,9.22,broken clouds
476,Pahrump,US,36.2083,-115.9839,73.06,30,5,1.99,clear sky
477,Portland,US,45.5234,-122.6762,61.43,95,90,1.99,light rain
478,Ancud,CL,-41.8697,-73.8203,58.53,79,100,7.38,light rain
479,Svetlyy Yar,RU,48.4748,44.781,29.32,52,100,7.85,overcast clouds
480,Nawa,IN,27.0167,75.0,69.22,26,9,4.74,clear sky
481,Mapiripan,CO,2.8892,-72.1256,88.77,49,65,9.6,broken clouds
482,Razole,IN,16.4833,81.8333,75.9,94,100,9.26,overcast clouds
483,Samoylovka,RU,51.184,43.7081,32.16,49,100,12.33,overcast clouds
484,Ustka,PL,54.5805,16.8619,49.82,94,100,16.15,overcast clouds
485,Chahuites,MX,16.2833,-94.1833,87.08,42,5,6.89,clear sky
486,Oskaloosa,US,41.2964,-92.6444,52.41,58,1,24.16,clear sky
487,Nanortalik,GL,60.1432,-45.2371,27.57,63,100,4.85,overcast clouds
488,Sungairaya,ID,0.7,108.9,77.41,87,100,3.85,overcast clouds
489,Yei,SS,4.095,30.6779,68.88,92,100,3.42,overcast clouds
490,Yining,CN,29.0361,114.5636,50.76,69,99,2.66,overcast clouds
491,Nantucket,US,41.2835,-70.0995,56.97,57,1,6.91,clear sky
492,Pochutla,MX,15.7432,-96.4661,87.82,41,1,7.61,clear sky
493,Tokur,RU,53.1333,132.9,10.69,98,98,1.77,overcast clouds
494,Tezu,IN,27.9167,96.1667,63.86,38,4,4.81,clear sky
495,Salalah,OM,17.0151,54.0924,78.89,50,0,4.61,clear sky
496,Inongo,CD,-1.95,18.2667,71.94,87,66,2.73,broken clouds
497,Dno,RU,57.8277,29.9637,41.07,92,100,8.59,overcast clouds
498,Antalaha,MG,-14.9003,50.2788,74.1,86,54,1.01,broken clouds
499,Araouane,ML,18.9048,-3.5265,74.98,9,100,10.6,overcast clouds
500,Manono,CD,-7.3,27.4167,78.4,62,100,5.23,overcast clouds
501,Qinzhou,CN,21.95,108.6167,66.52,57,100,5.66,overcast clouds
502,Sabinas Hidalgo,MX,26.5,-100.1667,83.43,43,0,13.71,clear sky
503,Calamar,CO,10.2511,-74.9146,87.75,49,34,3.09,scattered clouds
504,Ereymentau,KZ,51.6199,73.1033,36.37,52,100,7.74,overcast clouds
505,Ridgecrest,US,35.6225,-117.6709,74.64,29,1,1.01,clear sky
506,Vaitape,PF,-16.5167,-151.75,79.34,72,60,14.7,broken clouds
507,Longview,US,32.5007,-94.7405,68.99,54,1,1.01,clear sky
508,Kabanjahe,ID,3.1001,98.4908,63.88,97,100,1.5,moderate rain
509,Kalmunai,LK,7.4167,81.8167,78.89,82,96,2.84,overcast clouds
510,Galle,LK,6.0367,80.217,79.48,85,81,16.17,broken clouds
511,Bielsko-Biala,PL,49.8224,19.0469,41.38,79,7,4.05,clear sky
512,Zarubino,RU,42.63,131.0922,33.91,63,100,22.41,overcast clouds
513,Road Town,VG,18.4167,-64.6167,86.09,70,20,14.97,few clouds
514,Khani,GE,41.9563,42.9566,31.57,83,17,4.21,few clouds
515,Sinop,TR,41.7711,34.8709,36.01,80,2,7.4,clear sky
516,Rawson,AR,-43.3002,-65.1023,66.18,35,100,13.91,overcast clouds
517,Kiruna,SE,67.8557,20.2251,23.92,100,90,3.44,overcast clouds
518,Jumla,NP,29.2747,82.1838,43.32,54,5,4.74,clear sky
519,Idah,NG,7.1065,6.7342,77.67,90,100,5.59,light rain
520,Hobyo,SO,5.3505,48.5268,80.28,70,57,12.28,broken clouds
521,Kavali,IN,14.9167,79.9833,77.25,91,100,13.78,light rain
522,Nunoa,PE,-14.48,-70.6411,57.74,46,99,9.13,overcast clouds
523,Puerto Escondido,MX,15.85,-97.0667,85.03,65,1,9.22,clear sky
524,Ballina,AU,-28.8667,153.5667,77.18,86,100,10.36,overcast clouds
525,Abhar,IR,36.1468,49.218,35.73,98,100,7.02,overcast clouds
526,Ler,SS,8.3018,30.1418,76.39,76,93,4.07,overcast clouds
527,Kenai,US,60.5544,-151.2583,22.08,93,90,0.0,light snow
528,Ugoofaaru,MV,5.6667,73.0,82.08,78,3,20.36,clear sky
529,Kyaikkami,MM,16.08,97.5675,79.74,81,100,5.17,overcast clouds
530,Grand-Santi,GF,4.25,-54.3833,83.05,71,100,2.08,overcast clouds
531,Kingman,US,35.1894,-114.053,68.88,27,1,11.5,clear sky
532,Axim,GH,4.8699,-2.2405,79.81,85,100,4.85,overcast clouds
533,Homer,US,59.6425,-151.5483,28.29,89,90,9.22,light snow
534,Australind,AU,-33.2667,115.7167,50.05,79,100,12.41,overcast clouds
535,Bogo,PH,11.0517,124.0055,79.21,88,100,6.6,overcast clouds
536,Anloga,GH,5.7947,0.8973,84.42,79,32,8.46,scattered clouds
537,Chanika,TZ,-5.4167,38.0167,68.68,83,33,5.01,scattered clouds
538,Halifax,CA,44.6453,-63.5724,48.22,56,75,5.99,broken clouds
539,Primorsk,UA,46.7348,36.3443,38.89,66,50,6.2,scattered clouds
540,Macau,MO,22.2006,113.5461,69.6,64,0,8.05,clear sky
541,Leon,MX,21.1167,-101.6667,77.14,50,0,0.72,clear sky
542,San Policarpo,PH,12.1791,125.5072,81.09,84,100,11.72,overcast clouds
543,Gamba,GA,-2.65,10.0,76.95,90,96,5.55,overcast clouds
544,Karasjok,NO,69.4719,25.5112,26.71,98,100,4.14,overcast clouds
545,Arona,ES,28.0996,-16.681,65.39,69,20,1.01,few clouds
546,Dosso,NE,13.049,3.1937,87.03,18,67,2.82,broken clouds
547,Te Anau,NZ,-45.4167,167.7167,54.95,96,100,6.55,light rain
548,Elat,IL,29.5581,34.9482,69.64,52,0,6.91,clear sky
549,Becerril,CO,9.7041,-73.2793,94.48,36,38,3.96,scattered clouds
550,Kupang,ID,-10.1667,123.5833,79.57,84,100,2.86,overcast clouds
551,Chapais,CA,49.7834,-74.8492,33.58,58,73,6.78,broken clouds
552,Vinukonda,IN,16.05,79.75,70.65,92,100,10.36,light rain
553,Puri,IN,19.8,85.85,75.72,87,74,9.75,broken clouds
554,Veinticinco De Mayo,AR,-35.4323,-60.1727,79.99,41,33,4.0,scattered clouds
555,Pihuamo,MX,19.2499,-103.3828,80.49,53,1,4.07,clear sky
556,Dumai,ID,1.6833,101.45,73.99,98,100,3.47,light rain
557,Kahului,US,20.8947,-156.47,79.84,69,20,0.0,few clouds
558,Ojinaga,MX,29.5667,-104.4167,78.57,23,1,0.0,clear sky
559,Balikpapan,ID,-1.2675,116.8289,75.24,94,100,4.09,moderate rain
560,San Severo,IT,41.6897,15.376,59.41,91,100,5.17,overcast clouds
561,Mezen,RU,65.8522,44.24,33.33,92,97,7.7,overcast clouds
562,Dongning,CN,44.0622,131.1207,29.95,61,100,13.49,overcast clouds
563,Memari,IN,23.2,88.1167,78.66,61,28,5.68,scattered clouds
564,Isla Vista,US,34.4133,-119.861,90.28,44,1,6.91,clear sky
565,Garoua,CM,9.3,13.4,86.47,22,52,3.47,broken clouds
566,Tanete,ID,-3.9443,119.7848,76.77,94,100,1.72,overcast clouds
567,Kilindoni,TZ,-7.9139,39.6668,80.69,81,13,13.11,few clouds
568,Petropavlovskoye,RU,52.0712,84.107,32.92,68,100,6.42,overcast clouds
569,Luang Prabang,LA,19.8856,102.1347,70.84,90,100,1.05,overcast clouds
570,Bambanglipuro,ID,-7.95,110.2833,75.4,93,100,2.71,overcast clouds
571,Parfino,RU,57.9731,31.6481,40.14,89,100,9.82,overcast clouds
572,Praya,CV,14.9215,-23.5087,81.14,61,20,16.11,few clouds
573,Honiara,SB,-9.4333,159.95,78.57,86,86,5.41,overcast clouds
574,Doka,SD,13.5167,35.7667,83.37,30,32,4.97,scattered clouds
575,Edd,ER,13.9297,41.6925,86.38,42,2,17.58,clear sky
576,Chase,CA,50.8165,-119.6857,41.2,76,100,3.47,overcast clouds
577,North Platte,US,41.1239,-100.7654,48.09,29,1,11.99,clear sky
578,Capreol,CA,46.706,-80.9225,41.92,58,90,7.0,overcast clouds
579,Placido De Castro,BR,-10.3353,-67.1856,90.21,48,100,2.86,overcast clouds
580,Alugan,PH,12.2188,125.4808,80.53,85,100,10.87,overcast clouds
581,Asyut,EG,27.181,31.1837,71.78,38,100,8.68,overcast clouds
582,Haines Junction,CA,60.7522,-137.5108,-2.25,84,100,1.14,overcast clouds
583,Acajutla,SV,13.5928,-89.8275,93.54,55,6,8.75,clear sky
584,Karatuzskoye,RU,53.6072,92.8667,35.94,61,100,9.46,overcast clouds
585,Ilulissat,GL,69.2167,-51.1,12.22,62,40,9.22,scattered clouds
586,Zlobin,HR,45.2924,14.6541,48.16,87,0,2.3,clear sky
587,Port Macquarie,AU,-31.4333,152.9167,67.96,100,90,4.61,overcast clouds
588,Grajewo,PL,53.6473,22.4554,42.93,78,100,9.73,overcast clouds
589,Saint-Francois,FR,46.4154,3.9054,42.24,88,71,4.61,broken clouds
590,Iskateley,RU,67.6803,53.1512,26.02,96,100,11.5,overcast clouds
591,Lere,NG,10.387,8.5726,75.97,25,62,3.83,broken clouds
592,Guarapari,BR,-20.6667,-40.4975,71.49,93,100,7.81,light rain
593,Ilhabela,BR,-23.7781,-45.3581,68.4,91,100,6.51,overcast clouds
594,Warrnambool,AU,-38.3833,142.4833,51.19,88,100,19.04,moderate rain
595,Kaduqli,SD,11.0167,29.7167,84.16,50,100,3.4,overcast clouds
596,Bambous Virieux,MU,-20.3428,57.7575,76.21,78,75,4.61,light rain
597,Zhongxing,CN,33.7039,118.6792,43.59,57,0,4.5,clear sky
598,Ipixuna,BR,-1.7625,-48.8043,85.95,63,57,4.97,broken clouds
599,Ulaanbaatar,MN,47.9077,106.8832,23.56,59,26,0.56,scattered clouds
600,Rundu,NA,-17.9333,19.7667,75.92,49,100,3.94,overcast clouds
601,Toamasina,MG,-18.1667,49.3833,80.6,74,40,6.91,scattered clouds
602,Ust-Nera,RU,64.5667,143.2,4.55,98,100,4.94,overcast clouds
603,Coari,BR,-4.085,-63.1414,84.99,71,91,1.83,overcast clouds
604,Gari,RU,59.4307,62.3497,22.73,77,100,13.31,overcast clouds
605,Gaoual,GN,11.75,-13.2,79.81,71,100,2.08,overcast clouds
606,Dwarka,IN,22.2394,68.9678,80.26,42,6,8.03,clear sky
607,Salas,ES,43.4118,-6.2602,49.57,89,7,2.84,clear sky
608,Stykkisholmur,IS,65.0757,-22.7297,32.77,82,100,4.43,overcast clouds
609,Ningbo,CN,29.8782,121.5495,53.98,44,0,4.47,clear sky
610,Sherbakul,RU,54.6316,72.3963,26.28,75,100,4.76,overcast clouds
611,Taft,IR,31.7471,54.2088,49.95,62,0,2.3,clear sky
612,Synya,RU,65.3718,58.0387,19.71,91,100,9.46,overcast clouds
613,Pacifica,US,37.6138,-122.4869,69.62,68,20,5.01,few clouds
614,Amod,IN,21.9833,72.9,72.63,33,97,7.87,overcast clouds
615,Havelock,US,34.8791,-76.9013,75.97,73,75,5.01,broken clouds
616,Talara,PE,-4.5772,-81.2719,77.76,61,0,17.27,clear sky
617,Kamenka,RU,51.3223,42.7678,32.97,46,100,12.62,light snow
618,Kulhudhuffushi,MV,6.6221,73.07,81.93,77,24,20.92,few clouds
619,Formosa,AR,-26.1775,-58.1781,89.58,40,20,14.97,few clouds
620,Mocuba,MZ,-16.8392,36.9856,75.79,85,96,4.74,overcast clouds
621,Businga,CD,3.3333,20.8833,70.93,93,89,1.01,overcast clouds
622,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,88.43,63,89,2.06,overcast clouds
623,Keti Bandar,PK,24.1447,67.4497,79.34,49,100,4.21,overcast clouds
624,Christchurch,NZ,-43.5333,172.6333,66.33,77,100,3.44,overcast clouds
625,Port Hedland,AU,-20.3167,118.5667,66.25,82,0,5.75,clear sky
626,Babu,CN,24.4167,111.5167,58.12,72,100,4.38,overcast clouds
627,Nazarovo,RU,56.0064,90.3914,31.6,96,100,13.51,light snow
628,Bataipora,BR,-22.2953,-53.2711,81.25,57,100,9.82,overcast clouds
629,Matara,LK,5.9485,80.5353,77.79,89,70,12.1,broken clouds
630,Tsybli,UA,49.9948,31.5628,33.93,59,100,14.7,overcast clouds
631,Bhainsa,IN,26.9548,76.9012,69.53,36,79,2.26,broken clouds
632,Morros,BR,-9.4467,-46.3003,80.55,68,92,4.61,overcast clouds
633,Hoquiam,US,46.9809,-123.8893,56.01,68,90,9.22,light rain
634,Mandali,IQ,33.7499,45.5541,65.39,52,99,11.3,overcast clouds
635,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,83,20,10.87,few clouds
636,Ambanja,MG,-13.6833,48.45,75.72,90,44,1.32,light rain
637,Rabo De Peixe,PT,37.8,-25.5833,72.28,85,40,8.05,scattered clouds
638,Khandyga,RU,62.6667,135.6,10.96,97,100,2.53,overcast clouds
639,Poya,NC,-21.35,165.15,75.87,85,77,4.29,broken clouds
640,Igrim,RU,63.1906,64.4162,20.93,93,100,9.91,light snow
641,Yafran,LY,32.0633,12.5286,56.3,45,0,2.82,clear sky
642,Imeni Zhelyabova,RU,58.9544,36.5956,35.06,94,97,8.23,overcast clouds
643,Waddan,LY,29.1614,16.139,68.72,54,0,9.82,clear sky
644,Whyalla,AU,-33.0333,137.5833,53.49,76,90,16.11,overcast clouds
645,Bima,ID,-8.4667,118.7167,77.72,93,100,4.68,overcast clouds
646,Kaoma,ZM,-14.7833,24.8,69.37,71,23,11.43,few clouds
647,Ondjiva,AO,-17.0667,15.7333,79.2,39,56,2.64,broken clouds
648,Pietermaritzburg,ZA,-29.6168,30.3928,62.76,97,100,2.44,light rain
649,Tucuma,BR,-0.1833,-50.05,86.76,58,51,9.55,broken clouds
650,Fairbanks,US,64.8378,-147.7164,-1.39,80,40,0.0,light snow
651,Filotion,GR,37.05,25.5,57.56,73,97,25.99,overcast clouds
652,Trelew,AR,-43.249,-65.3051,72.64,21,100,15.84,overcast clouds
653,Wenling,CN,28.3669,121.36,52.92,69,100,4.7,overcast clouds
654,El Espinal,MX,16.3333,-94.0667,84.11,39,5,6.91,clear sky
655,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,84.74,61,100,1.12,overcast clouds
656,Magadan,RU,59.5667,150.8,33.53,89,100,26.57,light snow
657,Isetskoye,RU,56.4858,65.3226,17.49,88,5,5.77,clear sky
658,Bulgan,MN,48.8125,103.5347,27.23,46,13,4.27,few clouds
659,Makakilo City,US,21.3469,-158.0858,77.68,71,1,0.0,clear sky
660,Nhulunbuy,AU,-12.2333,136.7667,83.01,78,40,9.22,scattered clouds
661,Boden,SE,65.8252,21.6886,30.2,96,85,2.17,overcast clouds
662,Wote,KE,-1.7808,37.6288,69.98,58,52,3.29,broken clouds
663,Hervey Bay,AU,-25.2986,152.8535,76.03,89,100,20.58,light rain
664,Georgiyevka,KZ,43.0369,74.7114,35.64,80,0,8.95,mist
665,Urucara,BR,-2.5364,-57.76,82.98,84,88,2.68,overcast clouds
666,Longkou,CN,37.6508,120.3286,48.52,46,8,18.37,clear sky
667,Tiarei,PF,-17.5333,-149.3333,82.42,72,46,13.33,scattered clouds
668,Ransang,PH,8.9603,117.5828,79.81,85,100,2.42,overcast clouds
669,Sandpoint,US,48.2766,-116.5533,38.44,81,90,0.0,overcast clouds
670,Nemuro,JP,43.3236,145.575,51.26,84,100,14.03,overcast clouds
671,Ryotsu,JP,38.0833,138.4333,54.3,60,58,15.52,light rain
672,Krasnoturansk,RU,54.3186,91.5639,39.99,84,100,0.22,overcast clouds
673,Mahajanga,MG,-15.7167,46.3167,80.62,83,20,13.8,few clouds
674,Mutis,CO,6.2262,-77.4044,80.1,85,100,7.16,light rain
675,Prince Rupert,CA,54.3161,-130.3201,47.89,72,90,13.8,overcast clouds
676,Pankovka,RU,58.5,31.1999,39.34,96,100,10.25,overcast clouds
677,Nanga Eboko,CM,4.6833,12.3667,69.84,97,100,2.68,light rain
678,Pokhara,NP,28.2333,83.9833,58.1,59,6,4.68,clear sky
679,Daru,PG,-9.0763,143.2092,79.84,84,37,3.24,scattered clouds
680,Byumba,RW,-1.5763,30.0675,61.0,92,100,5.3,overcast clouds
681,Muyezerskiy,RU,63.9333,31.65,31.84,93,100,7.94,overcast clouds
682,Flagstaff,US,35.1981,-111.6513,59.09,34,1,14.0,clear sky
683,Goderich,CA,43.7501,-81.7165,61.92,54,100,20.71,overcast clouds
684,Biharamulo,TZ,-2.6319,31.3089,65.53,68,71,3.85,broken clouds
685,Sabzevar,IR,36.2126,57.6819,49.51,41,100,7.36,overcast clouds
686,Saint-Leu,RE,-21.15,55.2833,74.26,91,41,4.18,scattered clouds
687,Santa Rosa,PH,14.3122,121.1114,82.11,78,35,10.83,scattered clouds
688,Les Cayes,HT,18.2,-73.75,85.21,66,57,11.72,broken clouds
689,Pilar,BR,-9.5972,-35.9567,84.13,60,72,11.21,broken clouds
690,Mobile,US,30.7835,-88.2,74.46,86,75,12.66,broken clouds
691,Wanaka,NZ,-44.7,169.15,56.41,86,100,10.69,overcast clouds
692,Siirt,TR,37.9326,41.9403,51.08,51,40,4.63,scattered clouds
693,Wuwei,CN,37.9281,102.6414,30.52,33,0,6.02,clear sky
694,Sazonovo,RU,59.0919,35.2268,35.55,95,100,7.23,overcast clouds
695,Oxford,GB,51.7522,-1.256,54.21,93,90,1.01,overcast clouds
696,Najran,SA,17.4924,44.1277,68.65,27,0,2.01,clear sky
697,Kailua,US,21.4022,-157.7394,79.14,68,1,8.05,clear sky
698,Paringao,PH,16.5717,120.3242,78.42,81,83,5.53,broken clouds
